iter	RMSE
357	31.58917539
358	31.58627052
359	31.58305051
360	31.57823375
361	31.57523486
362	31.56952919
363	31.56672241
364	31.56396329
365	31.55176757
366	31.54656803
367	31.54165826
368	31.53421964
369	31.53109557
370	31.51909144
371	31.51680091
372	31.50595017
373	31.49959144
374	31.49294763
375	31.48985016
376	31.48197656
377	31.480224
378	31.47997597
379	31.47932924
380	31.47631818
381	31.47465694
382	31.46476336
383	31.45869768
384	31.45396138
385	31.451211
386	31.44540714
387	31.44331264
388	31.43945877
389	31.42930501
390	31.42695036
391	31.41313916
392	31.40073129
393	31.39497601
394	31.39130714
395	31.38322374
396	31.37724576
397	31.37471785
398	31.37173097
399	31.36324207
400	31.3604862
401	31.3493816
402	31.34693964
403	31.34279248
404	31.34118426
405	31.33896418
406	31.328927
407	31.3234808
408	31.32142696
409	31.31676205
410	31.3158284
411	31.30180405
412	31.29261151
413	31.2872902
414	31.27038643
415	31.26959372
416	31.26879378
417	31.25771462
418	31.25644032
419	31.24986724
420	31.23221843
421	31.22363988
422	31.2210395
423	31.21007259
424	31.20916032
425	31.20614085
426	31.19698188
427	31.19483581
428	31.1920009
429	31.18463512
430	31.18290478
431	31.17251998
432	31.16902507
433	31.16417109
434	31.15336134
435	31.15042353
436	31.13857738
437	31.13472367
438	31.13113386
439	31.11972903
440	31.11710119
441	31.11609573
442	31.1014862
443	31.09468714
444	31.08749263
445	31.08091595
